site,date_observed,genus,species,id,observer,date_entered,data_entry,dist_from_collar_raw,comments,dist_from_collar
Oak Collection,5/31/2018,Quercus,macrocarpa,1516-35*1,Metz,5/31/2018,Metz,16.19,,16.20
Oak Collection,5/31/2018,Quercus,macrocarpa,2390-26*2,Metz,5/31/2018,Metz,10.12,,10.10
Oak Collection,5/31/2018,Quercus,alba,862-34*1,Metz,5/31/2018,Metz,24.11,,24.10
Oak Collection,5/31/2018,Quercus,alba,134-U*61,Metz,5/31/2018,Metz,11.24,,11.25
Oak Collection,5/31/2018,Quercus,alba,134-U*60,Metz,5/31/2018,Metz,64.43,,64.45
Oak Collection,5/31/2018,Quercus,velutina,185-92*4,Metz,5/31/2018,Metz,58.64,,58.65
Oak Collection,5/31/2018,Quercus,velutina,185-92*5,Metz,5/31/2018,Metz,58.17,,58.15
Oak Collection,5/31/2018,Quercus,macrocarpa,4-35*1,Metz,5/31/2018,Metz,20.04,,20.05
Oak Collection,5/31/2018,Quercus,velutina,185-92*2,Metz,5/31/2018,Metz,46.82,,46.80
Oak Collection,5/31/2018,Quercus,alba,684-33*1,Metz,5/31/2018,Metz,9.26,,9.25
Oak Collection,5/31/2018,Quercus,alba,239-42*2,Metz,5/31/2018,Metz,19.26,,19.25
Oak Collection,5/31/2018,Quercus,rubra,292-64*1,Metz,5/31/2018,Metz,60.41,,60.40
Oak Collection,5/31/2018,Quercus,macrocarpa,138-U*1,Metz,5/31/2018,Metz,34.28,,34.30
Oak Collection,5/31/2018,Quercus,robur,180-93*7,Metz,5/31/2018,Metz,72.9,,72.90
Oak Collection,5/31/2018,Quercus,robur,180-93*8,Metz,5/31/2018,Metz,26.98,,27.00
Oak Collection,5/31/2018,Quercus,robur,180-93*9,Metz,5/31/2018,Metz,12.32,,12.30
Oak Collection,5/31/2018,Quercus,macrocarpa,138-U*6,Metz,5/31/2018,Metz,34.71,,34.70
Oak Collection,5/31/2018,Quercus,macrocarpa,808-51*1,Metz,5/31/2018,Metz,22.19,,22.20
Oak Collection,5/31/2018,Quercus,macrocarpa,138-U*7,Metz,5/31/2018,Metz,17.54,,17.55
Oak Collection,5/31/2018,Quercus,bicolor,214-91*1,Metz,5/31/2018,Metz,14,,14.00
Oak Collection,5/31/2018,Quercus,macrocarpa,1261-26*2,Metz,5/31/2018,Metz,16.18,,16.20
Oak Collection,5/31/2018,Quercus,macrocarpa,1261-26*1,Metz,5/31/2018,Metz,15.95,,15.95
Oak Collection,5/31/2018,Quercus,robur,255-99*1,Metz,5/31/2018,Metz,9999,No marker line,9999.00
Oak Collection,5/31/2018,Quercus,alba,134-U*7,Metz,5/31/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,5/31/2018,Quercus,macrocarpa,752-34*2,Metz,5/31/2018,Metz,8.58,,8.60
Oak Collection,5/31/2018,Quercus,macrocarpa,752-34*4,Metz,5/31/2018,Metz,13.26,,13.25
Oak Collection,6/7/2018,Quercus,rubra,64-92*1,Metz,6/7/2018,Metz,29.3,,29.30
Oak Collection,6/7/2018,Quercus,macrocarpa,138-U*4,Metz,6/7/2018,Metz,15.15,,15.15
Oak Collection,6/7/2018,Quercus,alba,134-U*6,Metz,6/7/2018,Metz,9.2,,9.20
Oak Collection,6/7/2018,Quercus,bicolor,513-25*1,Metz,6/7/2018,Metz,18.15,,18.15
Oak Collection,6/7/2018,Quercus,rubra,466-37*1,Metz,6/7/2018,Metz,22.43,,22.45
Oak Collection,6/7/2018,Quercus,macrocarpa,2390-26*1,Metz,6/7/2018,Metz,14.09,,14.10
Oak Collection,6/7/2018,Quercus,macrocarpa,1516-35*1,Metz,6/7/2018,Metz,17.3,,17.30
Oak Collection,6/7/2018,Quercus,macrocarpa,2390-26*2,Metz,6/7/2018,Metz,10.6,,10.60
Oak Collection,6/7/2018,Quercus,alba,862-34*1,Metz,6/7/2018,Metz,26.11,,26.10
Oak Collection,6/7/2018,Quercus,alba,134-U*61,Metz,6/7/2018,Metz,14.09,,14.10
Oak Collection,6/7/2018,Quercus,alba,134-U*60,Metz,6/7/2018,Metz,26,,26.00
Oak Collection,6/7/2018,Quercus,velutina,185-92*4,Metz,6/7/2018,Metz,60.06,,60.05
Oak Collection,6/7/2018,Quercus,velutina,185-92*5,Metz,6/7/2018,Metz,62.28,,62.30
Oak Collection,6/7/2018,Quercus,macrocarpa,4-35*1,Metz,6/7/2018,Metz,20.84,,20.85
Oak Collection,6/7/2018,Quercus,velutina,185-92*2,Metz,6/7/2018,Metz,49.32,,49.30
Oak Collection,6/7/2018,Quercus,alba,684-33*1,Metz,6/7/2018,Metz,10.12,,10.10
Oak Collection,6/7/2018,Quercus,alba,239-42*2,Metz,6/7/2018,Metz,22.2,,22.20
Oak Collection,6/7/2018,Quercus,rubra,292-64*1,Metz,6/7/2018,Metz,63.67,,63.65
Oak Collection,6/7/2018,Quercus,macrocarpa,138-U*1,Metz,6/7/2018,Metz,33.72,,33.70
Oak Collection,6/7/2018,Quercus,robur,180-93*7,Metz,6/7/2018,Metz,75.86,,75.85
Oak Collection,6/7/2018,Quercus,robur,180-93*8,Metz,6/7/2018,Metz,27.12,,27.10
Oak Collection,6/7/2018,Quercus,robur,180-93*9,Metz,6/7/2018,Metz,13.04,,13.05
Oak Collection,6/7/2018,Quercus,macrocarpa,138-U*6,Metz,6/7/2018,Metz,36.33,,36.35
Oak Collection,6/7/2018,Quercus,macrocarpa,808-51*1,Metz,6/7/2018,Metz,22.56,,22.55
Oak Collection,6/7/2018,Quercus,macrocarpa,138-U*7,Metz,6/7/2018,Metz,18.05,,18.05
Oak Collection,6/7/2018,Quercus,bicolor,214-91*1,Metz,6/7/2018,Metz,14.24,,14.25
Oak Collection,6/7/2018,Quercus,macrocarpa,1261-26*2,Metz,6/7/2018,Metz,17.12,,17.10
Oak Collection,6/7/2018,Quercus,macrocarpa,1261-26*1,Metz,6/7/2018,Metz,16.44,,16.45
Oak Collection,6/7/2018,Quercus,robur,255-99*1,Metz,6/7/2018,Metz,9999,No marker line-- extremely dead,9999.00
Oak Collection,6/7/2018,Quercus,alba,134-U*7,Metz,6/7/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,6/7/2018,Quercus,macrocarpa,752-34*2,Metz,6/7/2018,Metz,8.76,,8.75
Oak Collection,6/7/2018,Quercus,macrocarpa,752-34*4,Metz,6/7/2018,Metz,13.47,,13.45
Oak Collection,6/14/2018,Quercus,rubra,64-92*1,Metz,6/14/2018,Metz,31.59,,31.60
Oak Collection,6/14/2018,Quercus,macrocarpa,138-U*4,Metz,6/14/2018,Metz,15.63,,15.65
Oak Collection,6/14/2018,Quercus,alba,134-U*6,Metz,6/14/2018,Metz,8.36,,8.35
Oak Collection,6/14/2018,Quercus,bicolor,513-25*1,Metz,6/14/2018,Metz,20.92,,20.90
Oak Collection,6/14/2018,Quercus,rubra,466-37*1,Metz,6/14/2018,Metz,23.37,,23.35
Oak Collection,6/14/2018,Quercus,macrocarpa,2390-26*1,Metz,6/14/2018,Metz,15.61,,15.60
Oak Collection,6/14/2018,Quercus,macrocarpa,1516-35*1,Metz,6/14/2018,Metz,19.71,,19.70
Oak Collection,6/14/2018,Quercus,macrocarpa,2390-26*2,Metz,6/14/2018,Metz,11.3,,11.30
Oak Collection,6/14/2018,Quercus,alba,862-34*1,Metz,6/14/2018,Metz,29.57,,29.55
Oak Collection,6/14/2018,Quercus,alba,134-U*61,Metz,6/14/2018,Metz,13.99,,14.00
Oak Collection,6/14/2018,Quercus,alba,134-U*60,Metz,6/14/2018,Metz,33.11,,33.10
Oak Collection,6/14/2018,Quercus,velutina,185-92*4,Metz,6/14/2018,Metz,60.63,,60.65
Oak Collection,6/14/2018,Quercus,velutina,185-92*5,Metz,6/14/2018,Metz,65.85,,65.85
Oak Collection,6/14/2018,Quercus,macrocarpa,4-35*1,Metz,6/14/2018,Metz,24.43,,24.45
Oak Collection,6/14/2018,Quercus,velutina,185-92*2,Metz,6/14/2018,Metz,52.73,,52.75
Oak Collection,6/14/2018,Quercus,alba,684-33*1,Metz,6/14/2018,Metz,12.69,,12.70
Oak Collection,6/14/2018,Quercus,alba,239-42*2,Metz,6/14/2018,Metz,22.6,,22.60
Oak Collection,6/14/2018,Quercus,rubra,292-64*1,Metz,6/14/2018,Metz,64.76,,64.75
Oak Collection,6/14/2018,Quercus,macrocarpa,138-U*1,Metz,6/14/2018,Metz,34.2,,34.20
Oak Collection,6/14/2018,Quercus,robur,180-93*7,Metz,6/14/2018,Metz,80.12,,80.10
Oak Collection,6/14/2018,Quercus,robur,180-93*8,Metz,6/14/2018,Metz,29.57,,29.55
Oak Collection,6/14/2018,Quercus,robur,180-93*9,Metz,6/14/2018,Metz,16.03,,16.05
Oak Collection,6/14/2018,Quercus,macrocarpa,138-U*6,Metz,6/14/2018,Metz,38.59,,38.60
Oak Collection,6/14/2018,Quercus,macrocarpa,808-51*1,Metz,6/14/2018,Metz,26.67,,26.65
Oak Collection,6/14/2018,Quercus,macrocarpa,138-U*7,Metz,6/14/2018,Metz,20.5,,20.50
Oak Collection,6/14/2018,Quercus,bicolor,214-91*1,Metz,6/14/2018,Metz,16.9,,16.90
Oak Collection,6/14/2018,Quercus,macrocarpa,1261-26*2,Metz,6/14/2018,Metz,19.8,,19.80
Oak Collection,6/14/2018,Quercus,macrocarpa,1261-26*1,Metz,6/14/2018,Metz,18.95,,18.95
Oak Collection,6/14/2018,Quercus,robur,255-99*1,Metz,6/14/2018,Metz,9999,No marker line-- extremely dead,9999.00
Oak Collection,6/14/2018,Quercus,alba,134-U*7,Metz,6/14/2018,Metz,9999,Memorial oak cut down,9999.00
Oak Collection,6/14/2018,Quercus,macrocarpa,752-34*2,Metz,6/14/2018,Metz,10.22,,10.20
Oak Collection,6/14/2018,Quercus,macrocarpa,752-34*4,Metz,6/14/2018,Metz,17.08,,17.10
Oak Collection,6/29/2018,Quercus,rubra,64-92*1,Koropp,6/29/2018,Koropp,32.3,,32.30
Oak Collection,6/29/2018,Quercus,macrocarpa,138-U*4,Koropp,6/29/2018,Koropp,15.9,,15.90
Oak Collection,6/29/2018,Quercus,alba,134-U*6,Koropp,6/29/2018,Koropp,6.7,,6.70
Oak Collection,6/29/2018,Quercus,bicolor,513-25*1,Koropp,6/29/2018,Koropp,23.3,,23.30
Oak Collection,6/29/2018,Quercus,rubra,466-37*1,Koropp,6/29/2018,Koropp,24.5,,24.50
Oak Collection,6/29/2018,Quercus,macrocarpa,2390-26*1,Koropp,6/29/2018,Koropp,17.6,,17.60
Oak Collection,6/29/2018,Quercus,macrocarpa,1516-35*1,Koropp,6/29/2018,Koropp,20.4,,20.40
Oak Collection,6/29/2018,Quercus,macrocarpa,2390-26*2,Koropp,6/29/2018,Koropp,12.5,,12.50
Oak Collection,6/29/2018,Quercus,alba,862-34*1,Koropp,6/29/2018,Koropp,32.7,,32.70
Oak Collection,6/29/2018,Quercus,alba,134-U*61,Koropp,6/29/2018,Koropp,12.7,,12.70
Oak Collection,6/29/2018,Quercus,alba,134-U*60,Koropp,6/29/2018,Koropp,22.6,,22.60
Oak Collection,6/29/2018,Quercus,velutina,185-92*4,Koropp,6/29/2018,Koropp,66.6,,66.60
Oak Collection,6/29/2018,Quercus,velutina,185-92*5,Koropp,6/29/2018,Koropp,77.9,,77.90
Oak Collection,6/29/2018,Quercus,macrocarpa,4-35*1,Koropp,6/29/2018,Koropp,31.9,,31.90
Oak Collection,6/29/2018,Quercus,velutina,185-92*2,Koropp,6/29/2018,Koropp,71.3,,71.30
Oak Collection,6/29/2018,Quercus,alba,684-33*1,Koropp,6/29/2018,Koropp,18.1,,18.10
Oak Collection,6/29/2018,Quercus,alba,239-42*2,Koropp,6/29/2018,Koropp,28.4,,28.40
Oak Collection,6/29/2018,Quercus,rubra,292-64*1,Koropp,6/29/2018,Koropp,43.3,,43.30
Oak Collection,6/29/2018,Quercus,macrocarpa,138-U*1,Koropp,6/29/2018,Koropp,26,,26.00
Oak Collection,6/29/2018,Quercus,robur,180-93*7,Koropp,6/29/2018,Koropp,89.1,,89.10
Oak Collection,6/29/2018,Quercus,robur,180-93*8,Koropp,6/29/2018,Koropp,32.9,,32.90
Oak Collection,6/29/2018,Quercus,robur,180-93*9,Koropp,6/29/2018,Koropp,24.2,,24.20
Oak Collection,6/29/2018,Quercus,macrocarpa,138-U*6,Koropp,6/29/2018,Koropp,25.7,,25.70
Oak Collection,6/29/2018,Quercus,macrocarpa,808-51*1,Koropp,6/29/2018,Koropp,28.6,,28.60
Oak Collection,6/29/2018,Quercus,macrocarpa,138-U*7,Koropp,6/29/2018,Koropp,25.7,,25.70
Oak Collection,6/29/2018,Quercus,bicolor,214-91*1,Koropp,6/29/2018,Koropp,20.3,,20.30
Oak Collection,6/29/2018,Quercus,macrocarpa,1261-26*2,Koropp,6/29/2018,Koropp,19.6,,19.60
Oak Collection,6/29/2018,Quercus,macrocarpa,1261-26*1,Koropp,6/29/2018,Koropp,24.1,,24.10
Oak Collection,6/29/2018,Quercus,robur,255-99*1,Koropp,6/29/2018,Koropp,9999,No marker line-- extremely dead,9999.00
Oak Collection,6/29/2018,Quercus,alba,134-U*7,Koropp,6/29/2018,Koropp,9999,Memorial oak cut down,9999.00
Oak Collection,6/29/2018,Quercus,macrocarpa,752-34*2,Koropp,6/29/2018,Koropp,10.5,,10.50
Oak Collection,6/29/2018,Quercus,macrocarpa,752-34*4,Koropp,6/29/2018,Koropp,17.8,,17.80
Oak Collection,7/2/2018,Quercus,rubra,64-92*1,Godlewski,7/2/2018,Godlewski,31.97,,31.95
Oak Collection,7/2/2018,Quercus,macrocarpa,138-U*4,Godlewski,7/2/2018,Godlewski,16.43,,16.45
Oak Collection,7/2/2018,Quercus,alba,134-U*6,Godlewski,7/2/2018,Godlewski,7.05,,7.05
Oak Collection,7/2/2018,Quercus,bicolor,513-25*1,Godlewski,7/2/2018,Godlewski,23.36,,23.35
Oak Collection,7/2/2018,Quercus,rubra,466-37*1,Godlewski,7/2/2018,Godlewski,26.28,,26.30
Oak Collection,7/2/2018,Quercus,macrocarpa,2390-26*1,Godlewski,7/2/2018,Godlewski,17.88,,17.90
Oak Collection,7/2/2018,Quercus,macrocarpa,1516-35*1,Godlewski,7/2/2018,Godlewski,20.67,,20.65
Oak Collection,7/2/2018,Quercus,macrocarpa,2390-26*2,Godlewski,7/2/2018,Godlewski,13.25,,13.25
Oak Collection,7/2/2018,Quercus,alba,862-34*1,Godlewski,7/2/2018,Godlewski,33.14,,33.15
Oak Collection,7/2/2018,Quercus,alba,134-U*61,Godlewski,7/2/2018,Godlewski,10.07,,10.05
Oak Collection,7/2/2018,Quercus,alba,134-U*60,Godlewski,7/2/2018,Godlewski,22.36,,22.35
Oak Collection,7/2/2018,Quercus,velutina,185-92*4,Godlewski,7/2/2018,Godlewski,69.33,,69.35
Oak Collection,7/2/2018,Quercus,velutina,185-92*5,Godlewski,7/2/2018,Godlewski,79.26,,79.25
Oak Collection,7/2/2018,Quercus,macrocarpa,4-35*1,Godlewski,7/2/2018,Godlewski,30.69,,30.70
Oak Collection,7/2/2018,Quercus,velutina,185-92*2,Godlewski,7/2/2018,Godlewski,72.94,,72.95
Oak Collection,7/2/2018,Quercus,alba,684-33*1,Godlewski,7/2/2018,Godlewski,18.93,,18.95
Oak Collection,7/2/2018,Quercus,alba,239-42*2,Godlewski,7/2/2018,Godlewski,29.56,,29.55
Oak Collection,7/2/2018,Quercus,rubra,292-64*1,Godlewski,7/2/2018,Godlewski,44.86,,44.85
Oak Collection,7/2/2018,Quercus,macrocarpa,138-U*1,Godlewski,7/2/2018,Godlewski,26.32,,26.30
Oak Collection,7/2/2018,Quercus,robur,180-93*7,Godlewski,7/2/2018,Godlewski,90.49,,90.50
Oak Collection,7/2/2018,Quercus,robur,180-93*8,Godlewski,7/2/2018,Godlewski,32.33,,32.35
Oak Collection,7/2/2018,Quercus,robur,180-93*9,Godlewski,7/2/2018,Godlewski,25.29,,25.30
Oak Collection,7/2/2018,Quercus,macrocarpa,138-U*6,Godlewski,7/2/2018,Godlewski,26.09,,26.10
Oak Collection,7/2/2018,Quercus,macrocarpa,808-51*1,Godlewski,7/2/2018,Godlewski,30.9,,30.90
Oak Collection,7/2/2018,Quercus,macrocarpa,138-U*7,Godlewski,7/2/2018,Godlewski,26.63,,26.65
Oak Collection,7/2/2018,Quercus,bicolor,214-91*1,Godlewski,7/2/2018,Godlewski,9999,Could not find,9999.00
Oak Collection,7/2/2018,Quercus,macrocarpa,1261-26*2,Godlewski,7/2/2018,Godlewski,20.12,,20.10
Oak Collection,7/2/2018,Quercus,macrocarpa,1261-26*1,Godlewski,7/2/2018,Godlewski,23.41,,23.40
Oak Collection,7/2/2018,Quercus,robur,255-99*1,Godlewski,7/2/2018,Godlewski,9999,No marker line-- extremely dead,9999.00
Oak Collection,7/2/2018,Quercus,alba,134-U*7,Godlewski,7/2/2018,Godlewski,9999,Memorial oak cut down,9999.00
Oak Collection,7/2/2018,Quercus,macrocarpa,752-34*2,Godlewski,7/2/2018,Godlewski,10.49,,10.50
Oak Collection,7/2/2018,Quercus,macrocarpa,752-34*4,Godlewski,7/2/2018,Godlewski,18.29,,18.30
Oak Collection,7/11/2018,Quercus,rubra,64-92*1,Godlewski,7/11/2018,Godlewski,32.83,,32.85
Oak Collection,7/11/2018,Quercus,macrocarpa,138-U*4,Godlewski,7/11/2018,Godlewski,16.86,,16.85
Oak Collection,7/11/2018,Quercus,alba,134-U*6,Godlewski,7/11/2018,Godlewski,7.55,,7.55
Oak Collection,7/11/2018,Quercus,bicolor,513-25*1,Godlewski,7/11/2018,Godlewski,24.41,,24.40
Oak Collection,7/11/2018,Quercus,rubra,466-37*1,Godlewski,7/11/2018,Godlewski,26.98,,27.00
Oak Collection,7/11/2018,Quercus,macrocarpa,2390-26*1,Godlewski,7/11/2018,Godlewski,19.17,,19.15
Oak Collection,7/11/2018,Quercus,macrocarpa,1516-35*1,Godlewski,7/11/2018,Godlewski,21.75,,21.75
Oak Collection,7/11/2018,Quercus,macrocarpa,2390-26*2,Godlewski,7/11/2018,Godlewski,13.79,,13.80
Oak Collection,7/11/2018,Quercus,alba,862-34*1,Godlewski,7/11/2018,Godlewski,35.26,,35.25
Oak Collection,7/11/2018,Quercus,alba,134-U*61,Godlewski,7/11/2018,Godlewski,7.99,,8.00
Oak Collection,7/11/2018,Quercus,alba,134-U*60,Godlewski,7/11/2018,Godlewski,24.56,,24.55
Oak Collection,7/11/2018,Quercus,velutina,185-92*4,Godlewski,7/11/2018,Godlewski,74.41,,74.40
Oak Collection,7/11/2018,Quercus,velutina,185-92*5,Godlewski,7/11/2018,Godlewski,83.64,,83.65
Oak Collection,7/11/2018,Quercus,macrocarpa,4-35*1,Godlewski,7/11/2018,Godlewski,31.75,,31.75
Oak Collection,7/11/2018,Quercus,velutina,185-92*2,Godlewski,7/11/2018,Godlewski,76.22,,76.20
Oak Collection,7/11/2018,Quercus,alba,684-33*1,Godlewski,7/11/2018,Godlewski,19.68,,19.70
Oak Collection,7/11/2018,Quercus,alba,239-42*2,Godlewski,7/11/2018,Godlewski,31.2,,31.20
Oak Collection,7/11/2018,Quercus,rubra,292-64*1,Godlewski,7/11/2018,Godlewski,45.01,,45.00
Oak Collection,7/11/2018,Quercus,macrocarpa,138-U*1,Godlewski,7/11/2018,Godlewski,24.82,,24.80
Oak Collection,7/11/2018,Quercus,robur,180-93*7,Godlewski,7/11/2018,Godlewski,95.87,,95.85
Oak Collection,7/11/2018,Quercus,robur,180-93*8,Godlewski,7/11/2018,Godlewski,32.67,,32.65
Oak Collection,7/11/2018,Quercus,robur,180-93*9,Godlewski,7/11/2018,Godlewski,25.38,,25.40
Oak Collection,7/11/2018,Quercus,macrocarpa,138-U*6,Godlewski,7/11/2018,Godlewski,27.55,,27.55
Oak Collection,7/11/2018,Quercus,macrocarpa,808-51*1,Godlewski,7/11/2018,Godlewski,31.23,,31.25
Oak Collection,7/11/2018,Quercus,macrocarpa,138-U*7,Godlewski,7/11/2018,Godlewski,26.47,,26.45
Oak Collection,7/11/2018,Quercus,bicolor,214-91*1,Godlewski,7/11/2018,Godlewski,9999,Could not find,9999.00
Oak Collection,7/11/2018,Quercus,macrocarpa,1261-26*2,Godlewski,7/11/2018,Godlewski,21.53,,21.55
Oak Collection,7/11/2018,Quercus,macrocarpa,1261-26*1,Godlewski,7/11/2018,Godlewski,23.73,,23.75
Oak Collection,7/11/2018,Quercus,robur,255-99*1,Godlewski,7/11/2018,Godlewski,9999,Removed,9999.00
Oak Collection,7/11/2018,Quercus,alba,134-U*7,Godlewski,7/11/2018,Godlewski,9999,Memorial oak removed,9999.00
Oak Collection,7/11/2018,Quercus,macrocarpa,752-34*2,Godlewski,7/11/2018,Godlewski,10.79,,10.80
Oak Collection,7/11/2018,Quercus,macrocarpa,752-34*4,Godlewski,7/11/2018,Godlewski,17.92,,17.90
Oak Collection,7/19/2018,Quercus,rubra,64-92*1,Godlewski,7/19/2018,Godlewski,32.72,,32.70
Oak Collection,7/19/2018,Quercus,macrocarpa,138-U*4,Godlewski,7/19/2018,Godlewski,16.95,,16.95
Oak Collection,7/19/2018,Quercus,alba,134-U*6,Godlewski,7/19/2018,Godlewski,8.42,,8.40
Oak Collection,7/19/2018,Quercus,bicolor,513-25*1,Godlewski,7/19/2018,Godlewski,24.33,,24.35
Oak Collection,7/19/2018,Quercus,rubra,466-37*1,Godlewski,7/19/2018,Godlewski,27.15,,27.15
Oak Collection,7/19/2018,Quercus,macrocarpa,2390-26*1,Godlewski,7/19/2018,Godlewski,18.35,,18.35
Oak Collection,7/19/2018,Quercus,macrocarpa,1516-35*1,Godlewski,7/19/2018,Godlewski,22.3,,22.30
Oak Collection,7/19/2018,Quercus,macrocarpa,2390-26*2,Godlewski,7/19/2018,Godlewski,14.59,,14.60
Oak Collection,7/19/2018,Quercus,alba,862-34*1,Godlewski,7/19/2018,Godlewski,36.41,,36.40
Oak Collection,7/19/2018,Quercus,alba,134-U*61,Godlewski,7/19/2018,Godlewski,8.1,,8.10
Oak Collection,7/19/2018,Quercus,alba,134-U*60,Godlewski,7/19/2018,Godlewski,30.02,,30.00
Oak Collection,7/19/2018,Quercus,velutina,185-92*4,Godlewski,7/19/2018,Godlewski,76.99,,77.00
Oak Collection,7/19/2018,Quercus,velutina,185-92*5,Godlewski,7/19/2018,Godlewski,0,,0.00
Oak Collection,7/19/2018,Quercus,macrocarpa,4-35*1,Godlewski,7/19/2018,Godlewski,31.88,,31.90
Oak Collection,7/19/2018,Quercus,velutina,185-92*2,Godlewski,7/19/2018,Godlewski,79.02,,79.00
Oak Collection,7/19/2018,Quercus,alba,684-33*1,Godlewski,7/19/2018,Godlewski,21.02,,21.00
Oak Collection,7/19/2018,Quercus,alba,239-42*2,Godlewski,7/19/2018,Godlewski,31.55,,31.55
Oak Collection,7/19/2018,Quercus,rubra,292-64*1,Godlewski,7/19/2018,Godlewski,46.44,,46.45
Oak Collection,7/19/2018,Quercus,macrocarpa,138-U*1,Godlewski,7/19/2018,Godlewski,28.84,,28.85
Oak Collection,7/19/2018,Quercus,robur,180-93*7,Godlewski,7/19/2018,Godlewski,98.1,,98.10
Oak Collection,7/19/2018,Quercus,robur,180-93*8,Godlewski,7/19/2018,Godlewski,34.64,,34.65
Oak Collection,7/19/2018,Quercus,robur,180-93*9,Godlewski,7/19/2018,Godlewski,26.19,,26.20
Oak Collection,7/19/2018,Quercus,macrocarpa,138-U*6,Godlewski,7/19/2018,Godlewski,28.32,,28.30
Oak Collection,7/19/2018,Quercus,macrocarpa,808-51*1,Godlewski,7/19/2018,Godlewski,31.46,,31.45
Oak Collection,7/19/2018,Quercus,macrocarpa,138-U*7,Godlewski,7/19/2018,Godlewski,27.01,,27.00
Oak Collection,7/19/2018,Quercus,bicolor,214-91*1,Godlewski,7/19/2018,Godlewski,24.33,,24.35
Oak Collection,7/19/2018,Quercus,macrocarpa,1261-26*2,Godlewski,7/19/2018,Godlewski,21.38,,21.40
Oak Collection,7/19/2018,Quercus,macrocarpa,1261-26*1,Godlewski,7/19/2018,Godlewski,22.87,,22.85
Oak Collection,7/19/2018,Quercus,robur,255-99*1,Godlewski,7/19/2018,Godlewski,9999,Removed,9999.00
Oak Collection,7/19/2018,Quercus,alba,134-U*7,Godlewski,7/19/2018,Godlewski,9999,Memorial oak removed,9999.00
Oak Collection,7/19/2018,Quercus,macrocarpa,752-34*2,Godlewski,7/19/2018,Godlewski,10.81,,10.80
Oak Collection,7/19/2018,Quercus,macrocarpa,752-34*4,Godlewski,7/19/2018,Godlewski,18.82,,18.80
Oak Collection,7/29/2018,Quercus,rubra,64-92*1,Godlewski,7/29/2018,Godlewski,33.65,,33.65
Oak Collection,7/29/2018,Quercus,macrocarpa,138-U*4,Godlewski,7/29/2018,Godlewski,17.57,,17.55
Oak Collection,7/29/2018,Quercus,alba,134-U*6,Godlewski,7/29/2018,Godlewski,9.63,,9.65
Oak Collection,7/29/2018,Quercus,bicolor,513-25*1,Godlewski,7/29/2018,Godlewski,25.7,,25.70
Oak Collection,7/29/2018,Quercus,rubra,466-37*1,Godlewski,7/29/2018,Godlewski,29.33,,29.35
Oak Collection,7/29/2018,Quercus,macrocarpa,2390-26*1,Godlewski,7/29/2018,Godlewski,18.68,,18.70
Oak Collection,7/29/2018,Quercus,macrocarpa,1516-35*1,Godlewski,7/29/2018,Godlewski,24.25,,24.25
Oak Collection,7/29/2018,Quercus,macrocarpa,2390-26*2,Godlewski,7/29/2018,Godlewski,15.02,,15.00
Oak Collection,7/29/2018,Quercus,alba,862-34*1,Godlewski,7/29/2018,Godlewski,38.18,,38.20
Oak Collection,7/29/2018,Quercus,alba,134-U*61,Godlewski,7/29/2018,Godlewski,7.24,,7.25
Oak Collection,7/29/2018,Quercus,alba,134-U*60,Godlewski,7/29/2018,Godlewski,30.22,,30.20
Oak Collection,7/29/2018,Quercus,velutina,185-92*4,Godlewski,7/29/2018,Godlewski,79.57,,79.55
Oak Collection,7/29/2018,Quercus,velutina,185-92*5,Godlewski,7/29/2018,Godlewski,2.43,,2.45
Oak Collection,7/29/2018,Quercus,macrocarpa,4-35*1,Godlewski,7/29/2018,Godlewski,33.24,,33.25
Oak Collection,7/29/2018,Quercus,velutina,185-92*2,Godlewski,7/29/2018,Godlewski,81.9,,81.90
Oak Collection,7/29/2018,Quercus,alba,684-33*1,Godlewski,7/29/2018,Godlewski,23.29,,23.30
Oak Collection,7/29/2018,Quercus,alba,239-42*2,Godlewski,7/29/2018,Godlewski,31.94,,31.95
Oak Collection,7/29/2018,Quercus,rubra,292-64*1,Godlewski,7/29/2018,Godlewski,49.18,,49.20
Oak Collection,7/29/2018,Quercus,macrocarpa,138-U*1,Godlewski,7/29/2018,Godlewski,28.69,,28.70
Oak Collection,7/29/2018,Quercus,robur,180-93*7,Godlewski,7/29/2018,Godlewski,101.76,,101.75
Oak Collection,7/29/2018,Quercus,robur,180-93*8,Godlewski,7/29/2018,Godlewski,35.79,,35.80
Oak Collection,7/29/2018,Quercus,robur,180-93*9,Godlewski,7/29/2018,Godlewski,27.29,,27.30
Oak Collection,7/29/2018,Quercus,macrocarpa,138-U*6,Godlewski,7/29/2018,Godlewski,29.66,,29.65
Oak Collection,7/29/2018,Quercus,macrocarpa,808-51*1,Godlewski,7/29/2018,Godlewski,33.7,,33.70
Oak Collection,7/29/2018,Quercus,macrocarpa,138-U*7,Godlewski,7/29/2018,Godlewski,26.91,,26.90
Oak Collection,7/29/2018,Quercus,bicolor,214-91*1,Godlewski,7/29/2018,Godlewski,25.6,,25.60
Oak Collection,7/29/2018,Quercus,macrocarpa,1261-26*2,Godlewski,7/29/2018,Godlewski,22.94,,22.95
